VEMOACCOUNTNUMBER,VEMOCONTRACTNUMBER,ASOFDATE,STATUS,STATUS_GROUP,DAYSPASTDUE
10009591,1000004730,2020-07-31,Deferment,Post-Grace,0
10009591,1000004730,2020-08-31,Deferment,Post-Grace,0
10009591,1000004730,2020-09-30,Deferment,Post-Grace,0
10009591,1000004730,2020-10-31,Deferment,Post-Grace,0
10009591,1000004730,2020-11-30,Deferment,Post-Grace,0
10009591,1000004730,2020-12-31,Deferment,Post-Grace,0
10009591,1000004730,2021-01-31,Deferment,Post-Grace,0
10009591,1000004730,2021-02-28,Deferment,Post-Grace,0
10009591,1000004730,2021-03-31,Deferment,Post-Grace,0
10009591,1000004730,2021-04-30,Deferment,Post-Grace,0
10009591,1000004730,2021-05-31,Deferment,Post-Grace,0
10009591,1000004730,2021-06-30,Deferment,Post-Grace,0
10009591,1000004730,2021-07-31,Deferment,Post-Grace,0
10009591,1000004730,2021-08-31,Deferment,Post-Grace,0
10009591,1000004730,2021-09-30,Deferment,Post-Grace,0
10009591,1000004730,2021-10-31,Deferment,Post-Grace,0
10009591,1000004730,2021-11-30,Deferment,Post-Grace,0
10009591,1000004730,2021-12-31,Deferment,Post-Grace,0
10009591,1000004730,2022-01-31,Deferment,Post-Grace,0
10009591,1000004730,2022-02-28,Deferment,Post-Grace,0
10009591,1000004730,2022-03-31,Deferment,Post-Grace,0
10009592,1000004731,2019-01-31,Fully Funded,In-School,0
10009592,1000004731,2019-02-28,Fully Funded,In-School,0
10009592,1000004731,2019-03-31,Fully Funded,In-School,0
10009592,1000004731,2019-04-30,Fully Funded,In-School,0
10009592,1000004731,2019-05-31,Fully Funded,In-School,0
10009592,1000004731,2019-06-30,Fully Funded,In-School,0
10009592,1000004731,2019-07-31,Fully Funded,In-School,0
10009592,1000004731,2019-08-31,Fully Funded,In-School,0
10009592,1000004731,2019-09-30,Fully Funded,In-School,0
10009592,1000004731,2019-10-31,Fully Funded,In-School,0
10009592,1000004731,2019-11-30,Fully Funded,In-School,0
10009592,1000004731,2019-12-31,Fully Funded,In-School,0
10009592,1000004731,2020-01-31,Fully Funded,In-School,0
10009592,1000004731,2020-02-29,Fully Funded,In-School,0
10009592,1000004731,2020-03-31,Fully Funded,In-School,0
10009592,1000004731,2020-04-30,Grace,Grace,0
10009592,1000004731,2020-05-31,Grace,Grace,0
10009592,1000004731,2020-06-30,Grace,Grace,0
10009592,1000004731,2020-07-31,Payment,Post-Grace,0
10009592,1000004731,2020-08-31,Payment,Post-Grace,30
10009592,1000004731,2020-09-30,Payment,Post-Grace,60
10009592,1000004731,2020-10-31,Payment,Post-Grace,91
10009592,1000004731,2020-11-30,Payment,Post-Grace,121
10009592,1000004731,2020-12-31,Payment,Post-Grace,152
10009592,1000004731,2021-01-31,Payment,Post-Grace,183
10009592,1000004731,2021-02-28,Payment,Post-Grace,211
10009592,1000004731,2021-03-31,Payment,Post-Grace,242
10009592,1000004731,2021-04-30,Payment,Post-Grace,272
10009592,1000004731,2021-05-31,Payment,Post-Grace,303
10009592,1000004731,2021-06-30,Payment,Post-Grace,333
10009592,1000004731,2021-07-31,Payment,Post-Grace,364
10009592,1000004731,2021-08-31,Payment,Post-Grace,395
10009592,1000004731,2021-09-30,Payment,Post-Grace,425
10009592,1000004731,2021-10-31,Payment,Post-Grace,456
10009592,1000004731,2021-11-30,Payment,Post-Grace,486
10009592,1000004731,2021-12-31,Payment,Post-Grace,517
10009592,1000004731,2022-01-31,Payment,Post-Grace,548
10009592,1000004731,2022-02-28,Payment,Post-Grace,576
10009592,1000004731,2022-03-31,Payment,Post-Grace,607
10009593,1000004732,2019-01-31,Fully Funded,In-School,0
10009593,1000004732,2019-02-28,Fully Funded,In-School,0
10009593,1000004732,2019-03-31,Fully Funded,In-School,0
10009593,1000004732,2019-04-30,Fully Funded,In-School,0
10009593,1000004732,2019-05-31,Fully Funded,In-School,0
10009593,1000004732,2019-06-30,Fully Funded,In-School,0
10009593,1000004732,2019-07-31,Fully Funded,In-School,0
10009593,1000004732,2019-08-31,Fully Funded,In-School,0
10009593,1000004732,2019-09-30,Fully Funded,In-School,0
10009593,1000004732,2019-10-31,Fully Funded,In-School,0
10009593,1000004732,2019-11-30,Fully Funded,In-School,0
10009593,1000004732,2019-12-31,Fully Funded,In-School,0
10009593,1000004732,2020-01-31,Fully Funded,In-School,0
10009593,1000004732,2020-02-29,Fully Funded,In-School,0
10009593,1000004732,2020-03-31,Fully Funded,In-School,0
10009593,1000004732,2020-04-30,Fully Funded,In-School,0
10009593,1000004732,2020-05-31,Fully Funded,In-School,0
10009593,1000004732,2020-06-30,Grace,Grace,0
10009593,1000004732,2020-07-31,Grace,Grace,0
10009593,1000004732,2020-08-31,Grace,Grace,0
10009593,1000004732,2020-09-30,Payment,Post-Grace,0
10009593,1000004732,2020-10-31,Payment,Post-Grace,30
10009593,1000004732,2020-11-30,Payment,Post-Grace,60
10009593,1000004732,2020-12-31,Payment,Post-Grace,91
10009593,1000004732,2021-01-31,Payment,Post-Grace,122
10009593,1000004732,2021-02-28,Payment,Post-Grace,150
10009593,1000004732,2021-03-31,Payment,Post-Grace,181
10009593,1000004732,2021-04-30,Payment,Post-Grace,211
10009593,1000004732,2021-05-31,Payment,Post-Grace,242
10009593,1000004732,2021-06-30,Payment,Post-Grace,272
10009593,1000004732,2021-07-31,Payment,Post-Grace,303
10009593,1000004732,2021-08-31,Payment,Post-Grace,334
10009593,1000004732,2021-09-30,Payment,Post-Grace,364
10009593,1000004732,2021-10-31,Payment,Post-Grace,395
10009593,1000004732,2021-11-30,Payment,Post-Grace,425
10009593,1000004732,2021-12-31,Payment,Post-Grace,456
10009593,1000004732,2022-01-31,Payment,Post-Grace,487
10009593,1000004732,2022-02-28,Payment,Post-Grace,515
10009593,1000004732,2022-03-31,Payment,Post-Grace,546
10009594,1000004733,2019-01-31,Fully Funded,In-School,0
10009594,1000004733,2019-02-28,Fully Funded,In-School,0
10009594,1000004733,2019-03-31,Fully Funded,In-School,0
10009594,1000004733,2019-04-30,Fully Funded,In-School,0
10009594,1000004733,2019-05-31,Fully Funded,In-School,0
10009594,1000004733,2019-06-30,Fully Funded,In-School,0
10009594,1000004733,2019-07-31,Fully Funded,In-School,0
10009594,1000004733,2019-08-31,Fully Funded,In-School,0
10009594,1000004733,2019-09-30,Fully Funded,In-School,0
10009594,1000004733,2019-10-31,Grace,Grace,0
10009594,1000004733,2019-11-30,Payment,Post-Grace,0
10009594,1000004733,2019-12-31,Payment,Post-Grace,0
10009594,1000004733,2020-01-31,Payment,Post-Grace,0
10009594,1000004733,2020-02-29,Payment,Post-Grace,0
10009594,1000004733,2020-03-31,Payment,Post-Grace,0
10009594,1000004733,2020-04-30,Payment,Post-Grace,0
10009594,1000004733,2020-05-31,Payment,Post-Grace,0
10009594,1000004733,2020-06-30,Payment,Post-Grace,0
10009594,1000004733,2020-07-31,Payment,Post-Grace,0
10009594,1000004733,2020-08-31,Payment,Post-Grace,0
10009594,1000004733,2020-09-30,Payment,Post-Grace,0
10009594,1000004733,2020-10-31,Payment,Post-Grace,0
10009594,1000004733,2020-11-30,Payment,Post-Grace,0
10009594,1000004733,2020-12-31,Payment,Post-Grace,0
10009594,1000004733,2021-01-31,Payment,Post-Grace,0
10009594,1000004733,2021-02-28,Payment,Post-Grace,0
10009594,1000004733,2021-03-31,Payment,Post-Grace,0
10009594,1000004733,2021-04-30,Payment,Post-Grace,0
10009594,1000004733,2021-05-31,Payment,Post-Grace,0
10009594,1000004733,2021-06-30,Payment,Post-Grace,0
10009594,1000004733,2021-07-31,Payment,Post-Grace,0
10009594,1000004733,2021-08-31,Payment,Post-Grace,0
10009594,1000004733,2021-09-30,Payment,Post-Grace,0
10009594,1000004733,2021-10-31,Payment,Post-Grace,0
10009594,1000004733,2021-11-30,Payment,Post-Grace,0
10009594,1000004733,2021-12-31,Payment,Post-Grace,0
10009594,1000004733,2022-01-31,Payment,Post-Grace,0
10009594,1000004733,2022-02-28,Payment,Post-Grace,0
10009594,1000004733,2022-03-31,Payment,Post-Grace,0
10009620,1000004753,2019-03-31,Fully Funded,In-School,0
10009620,1000004753,2019-04-30,Fully Funded,In-School,0
10009620,1000004753,2019-05-31,Fully Funded,In-School,0
10009620,1000004753,2019-06-30,Fully Funded,In-School,0
10009620,1000004753,2019-07-31,Fully Funded,In-School,0
10009620,1000004753,2019-08-31,Fully Funded,In-School,0
10009620,1000004753,2019-09-30,Grace,Grace,0
10009620,1000004753,2019-10-31,Grace,Grace,0
10009620,1000004753,2019-11-30,Grace,Grace,0
10009620,1000004753,2019-12-31,Payment,Post-Grace,0
10009620,1000004753,2020-01-31,Payment,Post-Grace,30
10009620,1000004753,2020-02-29,Payment,Post-Grace,59
10009620,1000004753,2020-03-31,Payment,Post-Grace,90
10009620,1000004753,2020-04-30,Payment,Post-Grace,120
10009620,1000004753,2020-05-31,Payment,Post-Grace,151
10009620,1000004753,2020-06-30,Payment,Post-Grace,181
10009620,1000004753,2020-07-31,Payment,Post-Grace,212
10009620,1000004753,2020-08-31,Payment,Post-Grace,243
10009620,1000004753,2020-09-30,Payment,Post-Grace,273
10009620,1000004753,2020-10-31,Payment,Post-Grace,304
10009620,1000004753,2020-11-30,Payment,Post-Grace,334
10009620,1000004753,2020-12-31,Payment,Post-Grace,365
10009620,1000004753,2021-01-31,Payment,Post-Grace,396
10009620,1000004753,2021-02-28,Payment,Post-Grace,424
10009620,1000004753,2021-03-31,Payment,Post-Grace,455
10009620,1000004753,2021-04-30,Payment,Post-Grace,485
10009620,1000004753,2021-05-31,Payment,Post-Grace,516
10009620,1000004753,2021-06-30,Payment,Post-Grace,546
10009620,1000004753,2021-07-31,Payment,Post-Grace,577
10009620,1000004753,2021-08-31,Payment,Post-Grace,608
10009620,1000004753,2021-09-30,Payment,Post-Grace,638
10009620,1000004753,2021-10-31,Payment,Post-Grace,669
10009620,1000004753,2021-11-30,Payment,Post-Grace,699
10009620,1000004753,2021-12-31,Payment,Post-Grace,730
10009620,1000004753,2022-01-31,Payment,Post-Grace,761
10009620,1000004753,2022-02-28,Payment,Post-Grace,789
10009620,1000004753,2022-03-31,Payment,Post-Grace,820
10010048,1000005157,2019-02-28,Fully Funded,In-School,0
10010048,1000005157,2019-03-31,Fully Funded,In-School,0
10010048,1000005157,2019-04-30,Fully Funded,In-School,0
10010048,1000005157,2019-05-31,Fully Funded,In-School,0
10010048,1000005157,2019-06-30,Fully Funded,In-School,0
10010048,1000005157,2019-07-31,Fully Funded,In-School,0
10010048,1000005157,2019-08-31,Fully Funded,In-School,0
10010048,1000005157,2019-09-30,Fully Funded,In-School,0
10010048,1000005157,2019-10-31,Fully Funded,In-School,0
10010048,1000005157,2019-11-30,Fully Funded,In-School,0
10010048,1000005157,2019-12-31,Fully Funded,In-School,0
10010048,1000005157,2020-01-31,Fully Funded,In-School,0
10010048,1000005157,2020-02-29,Fully Funded,In-School,0
10010048,1000005157,2020-03-31,Grace,Grace,0
10010048,1000005157,2020-04-30,Grace,Grace,0
10010048,1000005157,2020-05-31,Grace,Grace,0
10010048,1000005157,2020-06-30,Payment,Post-Grace,0
10010048,1000005157,2020-07-31,Payment,Post-Grace,0
10010048,1000005157,2020-08-31,Payment,Post-Grace,0
10010048,1000005157,2020-09-30,Payment,Post-Grace,0
10010048,1000005157,2020-10-31,Payment,Post-Grace,0
10010048,1000005157,2020-11-30,Payment,Post-Grace,0
10010048,1000005157,2020-12-31,Payment,Post-Grace,0
10010048,1000005157,2021-01-31,Deferment,Post-Grace,0
10010048,1000005157,2021-02-28,Deferment,Post-Grace,0
10010048,1000005157,2021-03-31,Deferment,Post-Grace,0
10010048,1000005157,2021-04-30,Deferment,Post-Grace,0
10010048,1000005157,2021-05-31,Deferment,Post-Grace,0
10010048,1000005157,2021-06-30,Deferment,Post-Grace,0
10010048,1000005157,2021-07-31,Payment,Post-Grace,0
10010048,1000005157,2021-08-31,Payment,Post-Grace,0
10010048,1000005157,2021-09-30,Payment,Post-Grace,0
10010048,1000005157,2021-10-31,Payment,Post-Grace,0
10010048,1000005157,2021-11-30,Payment,Post-Grace,0
10010048,1000005157,2021-12-31,Payment,Post-Grace,0
10010048,1000005157,2022-01-31,Payment,Post-Grace,0
10010048,1000005157,2022-02-28,Payment,Post-Grace,0
10010048,1000005157,2022-03-31,Payment,Post-Grace,0
10010086,1000005189,2019-02-28,Fully Funded,In-School,0
10010086,1000005189,2019-03-31,Fully Funded,In-School,0
10010086,1000005189,2019-04-30,Fully Funded,In-School,0
10010086,1000005189,2019-05-31,Fully Funded,In-School,0
10010086,1000005189,2019-06-30,Fully Funded,In-School,0
10010086,1000005189,2019-07-31,Fully Funded,In-School,0
10010086,1000005189,2019-08-31,Fully Funded,In-School,0
10010086,1000005189,2019-09-30,Fully Funded,In-School,0
10010086,1000005189,2019-10-31,Fully Funded,In-School,0
10010086,1000005189,2019-11-30,Grace,Grace,0
10010086,1000005189,2019-12-31,Grace,Grace,0
10010086,1000005189,2020-01-31,Grace,Grace,0
10010086,1000005189,2020-02-29,Payment,Post-Grace,0
10010086,1000005189,2020-03-31,Payment,Post-Grace,0
10010086,1000005189,2020-04-30,Payment,Post-Grace,0
10010086,1000005189,2020-05-31,Payment,Post-Grace,0
10010086,1000005189,2020-06-30,Payment,Post-Grace,0
10010086,1000005189,2020-07-31,Payment,Post-Grace,0
10010086,1000005189,2020-08-31,Payment,Post-Grace,0
10010086,1000005189,2020-09-30,Payment,Post-Grace,0
10010086,1000005189,2020-10-31,Payment,Post-Grace,0
10010086,1000005189,2020-11-30,Deferment,Post-Grace,0
10010086,1000005189,2020-12-31,Deferment,Post-Grace,0
10010086,1000005189,2021-01-31,Deferment,Post-Grace,0
10010086,1000005189,2021-02-28,Deferment,Post-Grace,0
10010086,1000005189,2021-03-31,Payment,Post-Grace,0
10010086,1000005189,2021-04-30,Payment,Post-Grace,0
10010086,1000005189,2021-05-31,Payment,Post-Grace,0
10010086,1000005189,2021-06-30,Payment,Post-Grace,0
10010086,1000005189,2021-07-31,Payment,Post-Grace,0
10010086,1000005189,2021-08-31,Payment,Post-Grace,0
10010086,1000005189,2021-09-30,Payment,Post-Grace,0
10010086,1000005189,2021-10-31,Payment,Post-Grace,0
10010086,1000005189,2021-11-30,Payment,Post-Grace,0
10010086,1000005189,2021-12-31,Payment,Post-Grace,0
10010086,1000005189,2022-01-31,Payment,Post-Grace,0
10010086,1000005189,2022-02-28,Payment,Post-Grace,0
10010086,1000005189,2022-03-31,Payment,Post-Grace,0
10010094,1000005201,2019-02-28,Fully Funded,In-School,0
10010094,1000005201,2019-03-31,Fully Funded,In-School,0
10010094,1000005201,2019-04-30,Fully Funded,In-School,0
10010094,1000005201,2019-05-31,Fully Funded,In-School,0
10010094,1000005201,2019-06-30,Fully Funded,In-School,0
10010094,1000005201,2019-07-31,Fully Funded,In-School,0
10010094,1000005201,2019-08-31,Fully Funded,In-School,0
10010094,1000005201,2019-09-30,Fully Funded,In-School,0
10010094,1000005201,2019-10-31,Fully Funded,In-School,0
10010094,1000005201,2019-11-30,Fully Funded,In-School,0
10010094,1000005201,2019-12-31,Fully Funded,In-School,0
10010094,1000005201,2020-01-31,Fully Funded,In-School,0
10010094,1000005201,2020-02-29,Grace,Grace,0
10010094,1000005201,2020-03-31,Grace,Grace,0
10010094,1000005201,2020-04-30,Grace,Grace,0
10010094,1000005201,2020-05-31,Payment,Post-Grace,0
10010094,1000005201,2020-06-30,Payment,Post-Grace,0
10010094,1000005201,2020-07-31,Payment,Post-Grace,0
10010094,1000005201,2020-08-31,Payment,Post-Grace,0
10010094,1000005201,2020-09-30,Payment,Post-Grace,0
10010094,1000005201,2020-10-31,Payment,Post-Grace,0
10010094,1000005201,2020-11-30,Payment,Post-Grace,0
10010094,1000005201,2020-12-31,Payment,Post-Grace,0
10010094,1000005201,2021-01-31,Payment,Post-Grace,0
10010094,1000005201,2021-02-28,Payment,Post-Grace,0
10010094,1000005201,2021-03-31,Payment,Post-Grace,0
10010094,1000005201,2021-04-30,Payment,Post-Grace,0
10010094,1000005201,2021-05-31,Payment,Post-Grace,0
10010094,1000005201,2021-06-30,Payment,Post-Grace,0
10010094,1000005201,2021-07-31,Payment,Post-Grace,0
10010094,1000005201,2021-08-31,Payment,Post-Grace,0
10010094,1000005201,2021-09-30,Payment,Post-Grace,0
10010094,1000005201,2021-10-31,Payment,Post-Grace,0
10010094,1000005201,2021-11-30,Payment,Post-Grace,0
10010094,1000005201,2021-12-31,Payment,Post-Grace,0
10010094,1000005201,2022-01-31,Payment,Post-Grace,0
10010094,1000005201,2022-02-28,Payment,Post-Grace,0
10010094,1000005201,2022-03-31,Payment,Post-Grace,0
10010095,1000005202,2019-02-28,Fully Funded,In-School,0
10010095,1000005202,2019-03-31,Fully Funded,In-School,0
10010095,1000005202,2019-04-30,Fully Funded,In-School,0
10010095,1000005202,2019-05-31,Fully Funded,In-School,0
10010095,1000005202,2019-06-30,Fully Funded,In-School,0
10010095,1000005202,2019-07-31,Fully Funded,In-School,0
10010095,1000005202,2019-08-31,Fully Funded,In-School,0
10010095,1000005202,2019-09-30,Fully Funded,In-School,0
10010095,1000005202,2019-10-31,Fully Funded,In-School,0
10010095,1000005202,2019-11-30,Grace,Grace,0
10010095,1000005202,2019-12-31,Grace,Grace,0
10010095,1000005202,2020-01-31,Grace,Grace,0
10010095,1000005202,2020-02-29,Payment,Post-Grace,0
10010095,1000005202,2020-03-31,Payment,Post-Grace,0
10010095,1000005202,2020-04-30,Payment,Post-Grace,0
10010095,1000005202,2020-05-31,Payment,Post-Grace,0
10010095,1000005202,2020-06-30,Payment,Post-Grace,0
10010095,1000005202,2020-07-31,Payment,Post-Grace,0
10010095,1000005202,2020-08-31,Payment,Post-Grace,0
10010095,1000005202,2020-09-30,Payment,Post-Grace,0
10010095,1000005202,2020-10-31,Payment,Post-Grace,0
10010095,1000005202,2020-11-30,Deferment,Post-Grace,0
10010095,1000005202,2020-12-31,Deferment,Post-Grace,0
10010095,1000005202,2021-01-31,Payment,Post-Grace,0
10010095,1000005202,2021-02-28,Payment,Post-Grace,0
10010095,1000005202,2021-03-31,Payment,Post-Grace,0
10010095,1000005202,2021-04-30,Payment,Post-Grace,0
10010095,1000005202,2021-05-31,Payment,Post-Grace,0
10010095,1000005202,2021-06-30,Payment,Post-Grace,0
10010095,1000005202,2021-07-31,Payment,Post-Grace,0
10010095,1000005202,2021-08-31,Payment,Post-Grace,0
10010095,1000005202,2021-09-30,Payment,Post-Grace,0
10010095,1000005202,2021-10-31,Payment,Post-Grace,0
10010095,1000005202,2021-11-30,Payment,Post-Grace,0
10010095,1000005202,2021-12-31,Payment,Post-Grace,0
10010095,1000005202,2022-01-31,Payment,Post-Grace,0
10010095,1000005202,2022-02-28,Payment,Post-Grace,0
10010095,1000005202,2022-03-31,Payment,Post-Grace,0
10010096,1000005203,2019-02-28,Fully Funded,In-School,0
10010096,1000005203,2019-03-31,Fully Funded,In-School,0
10010096,1000005203,2019-04-30,Fully Funded,In-School,0
10010096,1000005203,2019-05-31,Grace,Grace,0
10010096,1000005203,2019-06-30,Grace,Grace,0
10010096,1000005203,2019-07-31,Grace,Grace,0
10010096,1000005203,2019-08-31,Payment,Post-Grace,0
10010096,1000005203,2019-09-30,Payment,Post-Grace,29
10010096,1000005203,2019-10-31,Payment,Post-Grace,60
10010096,1000005203,2019-11-30,Payment,Post-Grace,90
10010096,1000005203,2019-12-31,Payment,Post-Grace,121
10010096,1000005203,2020-01-31,Payment,Post-Grace,152
10010096,1000005203,2020-02-29,Payment,Post-Grace,181
10010096,1000005203,2020-03-31,Deferment,Post-Grace,0
10010096,1000005203,2020-04-30,Deferment,Post-Grace,0
10010096,1000005203,2020-05-31,Deferment,Post-Grace,0
10010096,1000005203,2020-06-30,Deferment,Post-Grace,0
10010096,1000005203,2020-07-31,Deferment,Post-Grace,0
10010096,1000005203,2020-08-31,Deferment,Post-Grace,0
10010096,1000005203,2020-09-30,Deferment,Post-Grace,0
10010096,1000005203,2020-10-31,Deferment,Post-Grace,0
10010096,1000005203,2020-11-30,Deferment,Post-Grace,0
10010096,1000005203,2020-12-31,Deferment,Post-Grace,0
10010096,1000005203,2021-01-31,Deferment,Post-Grace,0
10010096,1000005203,2021-02-28,Deferment,Post-Grace,0
10010096,1000005203,2021-03-31,Deferment,Post-Grace,0
10010096,1000005203,2021-04-30,Deferment,Post-Grace,0
10010096,1000005203,2021-05-31,Payment,Post-Grace,30
10010096,1000005203,2021-06-30,Payment,Post-Grace,60
10010096,1000005203,2021-07-31,Payment,Post-Grace,91
10010096,1000005203,2021-08-31,Deferment,Post-Grace,0
10010096,1000005203,2021-09-30,Deferment,Post-Grace,0
10010096,1000005203,2021-10-31,Deferment,Post-Grace,0
10010096,1000005203,2021-11-30,Deferment,Post-Grace,0
10010096,1000005203,2021-12-31,Deferment,Post-Grace,0
10010096,1000005203,2022-01-31,Deferment,Post-Grace,0
10010096,1000005203,2022-02-28,Payment,Post-Grace,0
10010096,1000005203,2022-03-31,Payment,Post-Grace,30
10010099,1000005206,2019-02-28,Fully Funded,In-School,0
10010099,1000005206,2019-03-31,Fully Funded,In-School,0
10010099,1000005206,2019-04-30,Fully Funded,In-School,0
10010099,1000005206,2019-05-31,Fully Funded,In-School,0
10010099,1000005206,2019-06-30,Fully Funded,In-School,0
10010099,1000005206,2019-07-31,Fully Funded,In-School,0
10010099,1000005206,2019-08-31,Fully Funded,In-School,0
10010099,1000005206,2019-09-30,Fully Funded,In-School,0
10010099,1000005206,2019-10-31,Fully Funded,In-School,0
10010099,1000005206,2019-11-30,Fully Funded,In-School,0
10010099,1000005206,2019-12-31,Fully Funded,In-School,0
10010099,1000005206,2020-01-31,Fully Funded,In-School,0
10010099,1000005206,2020-02-29,Fully Funded,In-School,0
10010099,1000005206,2020-03-31,Grace,Grace,0
10010099,1000005206,2020-04-30,Grace,Grace,0
10010099,1000005206,2020-05-31,Grace,Grace,0
10010099,1000005206,2020-06-30,Payment,Post-Grace,0
10010099,1000005206,2020-07-31,Payment,Post-Grace,30
10010099,1000005206,2020-08-31,Payment,Post-Grace,61
10010099,1000005206,2020-09-30,Payment,Post-Grace,91
10010099,1000005206,2020-10-31,Payment,Post-Grace,122
10010099,1000005206,2020-11-30,Payment,Post-Grace,152
10010099,1000005206,2020-12-31,Payment,Post-Grace,183
10010099,1000005206,2021-01-31,Payment,Post-Grace,214
10010099,1000005206,2021-02-28,Deferment,Post-Grace,0
10010099,1000005206,2021-03-31,Deferment,Post-Grace,0
10010099,1000005206,2021-04-30,Deferment,Post-Grace,0
10010099,1000005206,2021-05-31,Deferment,Post-Grace,0
10010099,1000005206,2021-06-30,Deferment,Post-Grace,0
10010099,1000005206,2021-07-31,Payment,Post-Grace,0
10010099,1000005206,2021-08-31,Payment,Post-Grace,30
10010099,1000005206,2021-09-30,Payment,Post-Grace,60
10010099,1000005206,2021-10-31,Payment,Post-Grace,91
10010099,1000005206,2021-11-30,Payment,Post-Grace,121
10010099,1000005206,2021-12-31,Payment,Post-Grace,152
10010099,1000005206,2022-01-31,Payment,Post-Grace,183
10010099,1000005206,2022-02-28,Payment,Post-Grace,211
10010099,1000005206,2022-03-31,Payment,Post-Grace,242
10010100,1000005207,2019-02-28,Fully Funded,In-School,0
10010100,1000005207,2019-03-31,Grace,Grace,0
10010100,1000005207,2019-04-30,Grace,Grace,0
10010100,1000005207,2019-05-31,Grace,Grace,0
10010100,1000005207,2019-06-30,Deferment,Post-Grace,0
10010100,1000005207,2019-07-31,Deferment,Post-Grace,0
10010100,1000005207,2019-08-31,Deferment,Post-Grace,0
10010100,1000005207,2019-09-30,Deferment,Post-Grace,0
10010100,1000005207,2019-10-31,Deferment,Post-Grace,0
10010100,1000005207,2019-11-30,Deferment,Post-Grace,0
10010100,1000005207,2019-12-31,Deferment,Post-Grace,0
10010100,1000005207,2020-01-31,Deferment,Post-Grace,0
10010100,1000005207,2020-02-29,Deferment,Post-Grace,0
10010100,1000005207,2020-03-31,Payment,Post-Grace,0
10010100,1000005207,2020-04-30,Payment,Post-Grace,29
10010100,1000005207,2020-05-31,Deferment,Post-Grace,0
10010100,1000005207,2020-06-30,Deferment,Post-Grace,0
10010100,1000005207,2020-07-31,Deferment,Post-Grace,0
10010100,1000005207,2020-08-31,Deferment,Post-Grace,0
10010100,1000005207,2020-09-30,Deferment,Post-Grace,0
10010100,1000005207,2020-10-31,Deferment,Post-Grace,0
10010100,1000005207,2020-11-30,Deferment,Post-Grace,0
10010100,1000005207,2020-12-31,Deferment,Post-Grace,0
10010100,1000005207,2021-01-31,Deferment,Post-Grace,0
10010100,1000005207,2021-02-28,Deferment,Post-Grace,0
10010100,1000005207,2021-03-31,Deferment,Post-Grace,0
10010100,1000005207,2021-04-30,Deferment,Post-Grace,0
10010100,1000005207,2021-05-31,Deferment,Post-Grace,0
10010100,1000005207,2021-06-30,Deferment,Post-Grace,0
10010100,1000005207,2021-07-31,Deferment,Post-Grace,0
10010100,1000005207,2021-08-31,Deferment,Post-Grace,0
10010100,1000005207,2021-09-30,Deferment,Post-Grace,0
10010100,1000005207,2021-10-31,Deferment,Post-Grace,0
10010100,1000005207,2021-11-30,Deferment,Post-Grace,0
10010100,1000005207,2021-12-31,Deferment,Post-Grace,0
10010100,1000005207,2022-01-31,Deferment,Post-Grace,0
10010100,1000005207,2022-02-28,Deferment,Post-Grace,0
10010100,1000005207,2022-03-31,Deferment,Post-Grace,0
10010102,1000006885,2019-08-31,Fully Funded,In-School,0
10010102,1000006885,2019-09-30,Fully Funded,In-School,0
10010102,1000006885,2019-10-31,Fully Funded,In-School,0
10010102,1000006885,2019-11-30,Fully Funded,In-School,0
10010102,1000006885,2019-12-31,Fully Funded,In-School,0
10010102,1000006885,2020-01-31,Fully Funded,In-School,0
10010102,1000006885,2020-02-29,Grace,Grace,0
10010102,1000006885,2020-03-31,Grace,Grace,0
10010102,1000006885,2020-04-30,Grace,Grace,0
10010102,1000006885,2020-05-31,Deferment,Post-Grace,0
10010102,1000006885,2020-06-30,Deferment,Post-Grace,0
10010102,1000006885,2020-07-31,Deferment,Post-Grace,0
10010102,1000006885,2020-08-31,Payment,Post-Grace,0
10010102,1000006885,2020-09-30,Deferment,Post-Grace,0
10010102,1000006885,2020-10-31,Deferment,Post-Grace,0
10010102,1000006885,2020-11-30,Deferment,Post-Grace,0
10010102,1000006885,2020-12-31,Deferment,Post-Grace,0
10010102,1000006885,2021-01-31,Deferment,Post-Grace,0
10010102,1000006885,2021-02-28,Deferment,Post-Grace,0
10010102,1000006885,2021-03-31,Payment,Post-Grace,0
10010102,1000006885,2021-04-30,Deferment,Post-Grace,29
10010102,1000006885,2021-05-31,Deferment,Post-Grace,0
10010102,1000006885,2021-06-30,Deferment,Post-Grace,0
10010102,1000006885,2021-07-31,Deferment,Post-Grace,0
10010102,1000006885,2021-08-31,Deferment,Post-Grace,0
10010102,1000006885,2021-09-30,Deferment,Post-Grace,0
10010102,1000006885,2021-10-31,Deferment,Post-Grace,0
10010102,1000006885,2021-11-30,Payment,Post-Grace,0
10010102,1000006885,2021-12-31,Payment,Post-Grace,30
10010102,1000006885,2022-01-31,Payment,Post-Grace,61
10010102,1000006885,2022-02-28,Payment,Post-Grace,89
10010102,1000006885,2022-03-31,Payment,Post-Grace,120
10010103,1000005210,2019-02-28,Fully Funded,In-School,0
10010103,1000005210,2019-03-31,Fully Funded,In-School,0
10010103,1000005210,2019-04-30,Fully Funded,In-School,0
10010103,1000005210,2019-05-31,Fully Funded,In-School,0
10010103,1000005210,2019-06-30,Fully Funded,In-School,0
10010103,1000005210,2019-07-31,Fully Funded,In-School,0
10010103,1000005210,2019-08-31,Fully Funded,In-School,0
